query_id,query,domain,doc_id,original_score,original_position,final_score,final_position,is_relevant,triggered_rerank,position_improved
query_1,量子计算的应用前景有哪些？,medical,doc_1_8,0.988807458939145,8,1.683149810719144,1,True,True,True
query_1,量子计算的应用前景有哪些？,medical,doc_1_6,0.6804236659798596,6,1.5932064528470373,2,True,True,True
query_1,量子计算的应用前景有哪些？,medical,doc_1_10,0.9069645615294206,10,1.5502440796879815,3,True,True,True
query_1,量子计算的应用前景有哪些？,medical,doc_1_2,0.5829510973438846,2,0.7610805782061746,4,False,True,False
query_1,量子计算的应用前景有哪些？,medical,doc_1_9,0.35514005466527443,9,0.7167409969797002,5,False,True,True
query_1,量子计算的应用前景有哪些？,medical,doc_1_7,0.3220571476221038,7,0.6862002014007729,6,False,True,True
query_1,量子计算的应用前景有哪些？,medical,doc_1_3,0.6428525376613404,3,0.6123260560029149,7,False,True,False
query_1,量子计算的应用前景有哪些？,medical,doc_1_5,0.09888603378985916,5,0.594992320049591,8,False,True,False
query_1,量子计算的应用前景有哪些？,medical,doc_1_1,0.673246060320388,1,0.568412640230339,9,False,True,False
query_1,量子计算的应用前景有哪些？,medical,doc_1_4,0.0036188661196191463,4,0.4319766815598256,10,False,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_10,0.9458633288171402,10,1.8894596396141357,1,True,True,True
query_10,量子计算的应用前景有哪些？,medical,doc_10_8,0.9396292473786865,8,1.765880015608257,2,True,True,True
query_10,量子计算的应用前景有哪些？,medical,doc_10_2,0.923635940825955,2,1.7549648485209615,3,True,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_9,0.9247618380827872,9,1.4406757023060022,4,True,True,True
query_10,量子计算的应用前景有哪些？,medical,doc_10_1,0.9982610380829017,1,0.9214754371579824,5,False,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_6,0.6271233531140132,6,0.9122765729770191,6,False,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_4,0.5922646187615007,4,0.8819722616045074,7,False,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_5,0.12461401405170625,5,0.5876933936763898,8,False,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_7,0.1468430993964589,7,0.5219484340318152,9,False,True,False
query_10,量子计算的应用前景有哪些？,medical,doc_10_3,0.06535672487889488,3,0.41432150555426694,10,False,True,False
query_11,云计算的未来趋势,tech,doc_11_9,0.929337319546242,9,0.929337319546242,9,True,False,False
query_11,云计算的未来趋势,tech,doc_11_1,0.8599921231053098,1,0.8599921231053098,1,False,False,False
query_11,云计算的未来趋势,tech,doc_11_8,0.7990515857937831,8,0.7990515857937831,8,False,False,False
query_11,云计算的未来趋势,tech,doc_11_10,0.7684915573587756,10,0.7684915573587756,10,True,False,False
query_11,云计算的未来趋势,tech,doc_11_4,0.7525139231821437,4,0.7525139231821437,4,False,False,False
query_11,云计算的未来趋势,tech,doc_11_2,0.7359526227084467,2,0.7359526227084467,2,False,False,False
query_11,云计算的未来趋势,tech,doc_11_3,0.41376285022188386,3,0.41376285022188386,3,False,False,False
query_11,云计算的未来趋势,tech,doc_11_7,0.3625739299139795,7,0.3625739299139795,7,False,False,False
query_11,云计算的未来趋势,tech,doc_11_6,0.11731495767471489,6,0.11731495767471489,6,False,False,False
query_11,云计算的未来趋势,tech,doc_11_5,0.09299115695976023,5,0.09299115695976023,5,False,False,False
query_12,大数据分析在医疗领域的应用,legal,doc_12_9,0.9558776514882517,9,1.528130384128205,1,True,True,True
query_12,大数据分析在医疗领域的应用,legal,doc_12_6,0.4924280850045396,6,1.1962759728129102,2,True,True,True
query_12,大数据分析在医疗领域的应用,legal,doc_12_2,0.4825130119809702,2,0.7139539473338739,3,False,True,False
query_12,大数据分析在医疗领域的应用,legal,doc_12_5,0.060207917200357675,5,0.599085234812583,4,False,True,True
query_12,大数据分析在医疗领域的应用,legal,doc_12_10,0.1907154017980952,10,0.5440382768720047,5,False,True,True
query_12,大数据分析在医疗领域的应用,legal,doc_12_3,0.5985170251557501,3,0.5084102587172172,6,False,True,False
query_12,大数据分析在医疗领域的应用,legal,doc_12_7,0.08311509421456309,7,0.47986415574871155,7,False,True,False
query_12,大数据分析在医疗领域的应用,legal,doc_12_8,0.15715714460280927,8,0.44591311351184326,8,False,True,False
query_12,大数据分析在医疗领域的应用,legal,doc_12_4,0.22865561346947416,4,0.2317416125491976,9,False,True,False
query_12,大数据分析在医疗领域的应用,legal,doc_12_1,0.04029357993955518,1,0.22942184730656023,10,False,True,False
query_13,区块链技术的优势与挑战,medical,doc_13_10,0.6956385569015306,10,1.6811871562471774,1,True,True,True
query_13,区块链技术的优势与挑战,medical,doc_13_9,0.5961560262017898,9,1.541710279062848,2,True,True,True
query_13,区块链技术的优势与挑战,medical,doc_13_8,0.74632346081495,8,1.1060846119613283,3,True,True,True
query_13,区块链技术的优势与挑战,medical,doc_13_3,0.9159790219744854,3,0.9363515969800956,4,False,True,False
query_13,区块链技术的优势与挑战,medical,doc_13_2,0.6888307997775278,2,0.8785536693836449,5,False,True,False
query_13,区块链技术的优势与挑战,medical,doc_13_7,0.565458075597158,7,0.8042188426376413,6,False,True,True
query_13,区块链技术的优势与挑战,medical,doc_13_4,0.6793427488012924,4,0.7812026526727354,7,False,True,False
query_13,区块链技术的优势与挑战,medical,doc_13_6,0.3378632344087059,6,0.6610584037236983,8,False,True,False
query_13,区块链技术的优势与挑战,medical,doc_13_1,0.0001868330296981302,1,0.3607780115888936,9,False,True,False
query_13,区块链技术的优势与挑战,medical,doc_13_5,0.028880966592858104,5,0.3067176197793058,10,False,True,False
query_14,如何预防网络安全攻击？,tech,doc_14_6,0.5820174623048179,6,0.5820174623048179,6,True,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_8,0.461182467865181,8,0.461182467865181,8,True,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_2,0.3729727788178462,2,0.3729727788178462,2,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_5,0.25568020634712485,5,0.25568020634712485,5,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_7,0.20367938688036613,7,0.20367938688036613,7,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_1,0.1636311137987877,1,0.1636311137987877,1,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_4,0.15157916724807896,4,0.15157916724807896,4,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_3,0.12865461492034946,3,0.12865461492034946,3,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_9,0.05253893957069922,9,0.05253893957069922,9,False,False,False
query_14,如何预防网络安全攻击？,tech,doc_14_10,0.036607908925108346,10,0.036607908925108346,10,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_4,0.8711419221422877,4,0.8711419221422877,4,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_5,0.8200150854886509,5,0.8200150854886509,5,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_9,0.73109098211996,9,0.73109098211996,9,True,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_10,0.5092601205788523,10,0.5092601205788523,10,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_3,0.49754209936231897,3,0.49754209936231897,3,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_2,0.4486966854358233,2,0.4486966854358233,2,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_1,0.3034849517455275,1,0.3034849517455275,1,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_8,0.05264399237062378,8,0.05264399237062378,8,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_7,0.04763966096992556,7,0.04763966096992556,7,False,False,False
query_15,大数据分析在医疗领域的应用,tech,doc_15_6,0.04206397172249898,6,0.04206397172249898,6,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_7,0.9459027923302114,7,0.9459027923302114,7,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_2,0.922722022013929,2,0.922722022013929,2,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_8,0.8308040150571474,8,0.8308040150571474,8,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_4,0.7725079308021376,4,0.7725079308021376,4,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_5,0.7280894022094246,5,0.7280894022094246,5,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_6,0.6521396633917758,6,0.6521396633917758,6,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_3,0.5826555239614355,3,0.5826555239614355,3,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_1,0.5064054418490628,1,0.5064054418490628,1,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_9,0.13959469027463522,9,0.13959469027463522,9,False,False,False
query_16,如何提高机器学习模型的准确率？,general,doc_16_10,0.10749727784911633,10,0.10749727784911633,10,False,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_7,0.9719440938982493,7,0.9719440938982493,7,True,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_2,0.9691654306335983,2,0.9691654306335983,2,False,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_6,0.6181606130657918,6,0.6181606130657918,6,True,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_5,0.5898478747317223,5,0.5898478747317223,5,False,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_10,0.48978282029377296,10,0.48978282029377296,10,True,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_8,0.41945079840229105,8,0.41945079840229105,8,True,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_4,0.41468770361603025,4,0.41468770361603025,4,False,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_9,0.39299327478037516,9,0.39299327478037516,9,False,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_3,0.3162045810969669,3,0.3162045810969669,3,False,False,False
query_17,如何预防网络安全攻击？,tech,doc_17_1,0.3147202116711366,1,0.3147202116711366,1,False,False,False
query_18,如何提高机器学习模型的准确率？,legal,doc_18_6,0.869593894880426,6,1.8667821263993916,1,True,True,True
query_18,如何提高机器学习模型的准确率？,legal,doc_18_7,0.8039200560615918,7,1.5432785016748898,2,True,True,True
query_18,如何提高机器学习模型的准确率？,legal,doc_18_8,0.7724580567838862,8,1.4164458602346213,3,True,True,True
query_18,如何提高机器学习模型的准确率？,legal,doc_18_9,0.8984081933784098,9,1.3526349129630002,4,True,True,True
query_18,如何提高机器学习模型的准确率？,legal,doc_18_4,0.6282216089247316,4,0.6692784445502203,5,False,True,False
query_18,如何提高机器学习模型的准确率？,legal,doc_18_2,0.36983524152069935,2,0.6614518795275519,6,False,True,False
query_18,如何提高机器学习模型的准确率？,legal,doc_18_3,0.3233978104772678,3,0.6597888215171333,7,False,True,False
query_18,如何提高机器学习模型的准确率？,legal,doc_18_10,0.3937689240809955,10,0.6122331147258774,8,False,True,True
query_18,如何提高机器学习模型的准确率？,legal,doc_18_5,0.3543480093426604,5,0.5705744438769389,9,False,True,False
query_18,如何提高机器学习模型的准确率？,legal,doc_18_1,0.15040974280079666,1,0.4995199990408421,10,False,True,False
query_19,云计算的未来趋势,medical,doc_19_6,0.9689421184429103,6,1.8534328463033058,1,True,True,True
query_19,云计算的未来趋势,medical,doc_19_9,0.41799251333709597,9,1.0157587909984485,2,True,True,True
query_19,云计算的未来趋势,medical,doc_19_3,0.6318933705018394,3,0.8760170346697344,3,False,True,False
query_19,云计算的未来趋势,medical,doc_19_2,0.562364028231665,2,0.7872887895921195,4,False,True,False
query_19,云计算的未来趋势,medical,doc_19_4,0.8144035251542292,4,0.7833274628812773,5,False,True,False
query_19,云计算的未来趋势,medical,doc_19_8,0.20451072291703742,8,0.6503653669167961,6,False,True,True
query_19,云计算的未来趋势,medical,doc_19_1,0.45353754065569885,1,0.6378915346369325,7,False,True,False
query_19,云计算的未来趋势,medical,doc_19_10,0.20720369968453867,10,0.6037448223998627,8,False,True,True
query_19,云计算的未来趋势,medical,doc_19_5,0.2740457594979808,5,0.5536145264205617,9,False,True,False
query_19,云计算的未来趋势,medical,doc_19_7,0.1671049608314097,7,0.38132743162662674,10,False,True,False
query_2,什么是人工智能的最新发展？,medical,doc_2_9,0.9165127897512374,9,1.7709823538458718,1,True,True,True
query_2,什么是人工智能的最新发展？,medical,doc_2_6,0.8104565449992222,6,0.8709682202807864,2,False,True,True
query_2,什么是人工智能的最新发展？,medical,doc_2_5,0.6743739807619585,5,0.8002786758494279,3,False,True,True
query_2,什么是人工智能的最新发展？,medical,doc_2_4,0.4744994611517067,4,0.7431722165090604,4,False,True,False
query_2,什么是人工智能的最新发展？,medical,doc_2_3,0.5243957764480509,3,0.6339640203571969,5,False,True,False
query_2,什么是人工智能的最新发展？,medical,doc_2_8,0.39274632325405257,8,0.6293417700326945,6,False,True,True
query_2,什么是人工智能的最新发展？,medical,doc_2_2,0.28380466992954656,2,0.5409444822804612,7,False,True,False
query_2,什么是人工智能的最新发展？,medical,doc_2_7,0.18281515227702205,7,0.47168198758482976,8,False,True,False
query_2,什么是人工智能的最新发展？,medical,doc_2_10,0.06998123767198783,10,0.44074391639233274,9,False,True,True
query_2,什么是人工智能的最新发展？,medical,doc_2_1,0.03675279185053004,1,0.28662111709110316,10,False,True,False
query_20,什么是人工智能的最新发展？,tech,doc_20_4,0.9541989445099527,4,0.9541989445099527,4,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_10,0.9512624482121207,10,0.9512624482121207,10,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_7,0.8026435299081298,7,0.8026435299081298,7,True,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_5,0.6807910629128722,5,0.6807910629128722,5,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_8,0.6624869768511942,8,0.6624869768511942,8,True,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_1,0.4133311196579116,1,0.4133311196579116,1,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_3,0.329757136257846,3,0.329757136257846,3,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_9,0.25663831917042546,9,0.25663831917042546,9,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_6,0.18509858889380515,6,0.18509858889380515,6,False,False,False
query_20,什么是人工智能的最新发展？,tech,doc_20_2,0.08670415755588445,2,0.08670415755588445,2,False,False,False
query_21,大数据分析在医疗领域的应用,finance,doc_21_8,0.8259120877712406,8,2.0835532054075507,1,True,True,True
query_21,大数据分析在医疗领域的应用,finance,doc_21_7,0.43347704940948584,7,1.1560417703953434,2,True,True,True
query_21,大数据分析在医疗领域的应用,finance,doc_21_6,0.5352945072581139,6,1.1526006287064952,3,True,True,True
query_21,大数据分析在医疗领域的应用,finance,doc_21_2,0.8923335250749078,2,1.0342631540935072,4,False,True,False
query_21,大数据分析在医疗领域的应用,finance,doc_21_9,0.5310292883380324,9,0.9542075598407802,5,True,True,True
query_21,大数据分析在医疗领域的应用,finance,doc_21_1,0.5302314392822522,1,0.6335089800470339,6,False,True,False
query_21,大数据分析在医疗领域的应用,finance,doc_21_3,0.43122096470569615,3,0.5951507415549113,7,False,True,False
query_21,大数据分析在医疗领域的应用,finance,doc_21_4,0.5729886043920921,4,0.5443082715382216,8,False,True,False
query_21,大数据分析在医疗领域的应用,finance,doc_21_5,0.19616377659424777,5,0.49114202954115804,9,False,True,False
query_21,大数据分析在医疗领域的应用,finance,doc_21_10,0.32420062897032953,10,0.39378888234510623,10,False,True,False
query_22,可持续发展的重要性是什么？,finance,doc_22_10,0.8193251061313079,10,1.4919652726743329,1,True,True,True
query_22,可持续发展的重要性是什么？,finance,doc_22_8,0.4117663272094916,8,1.2554587380580942,2,True,True,True
query_22,可持续发展的重要性是什么？,finance,doc_22_6,0.4099500653683994,6,0.9418721187072658,3,True,True,True
query_22,可持续发展的重要性是什么？,finance,doc_22_7,0.37334168448846616,7,0.8589428002099317,4,False,True,True
query_22,可持续发展的重要性是什么？,finance,doc_22_2,0.9488158804546938,2,0.8405084668172657,5,False,True,False
query_22,可持续发展的重要性是什么？,finance,doc_22_4,0.6954226338023314,4,0.7543373928122228,6,False,True,False
query_22,可持续发展的重要性是什么？,finance,doc_22_9,0.576283105634249,9,0.7095225261378733,7,False,True,True
query_22,可持续发展的重要性是什么？,finance,doc_22_1,0.10156711064495849,1,0.4127396789763962,8,False,True,False
query_22,可持续发展的重要性是什么？,finance,doc_22_5,0.31112419110120015,5,0.403112250271441,9,False,True,False
query_22,可持续发展的重要性是什么？,finance,doc_22_3,0.25339523508281125,3,0.2529188049106108,10,False,True,False
query_23,区块链技术的优势与挑战,tech,doc_23_6,0.9818127175715732,6,0.9818127175715732,6,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_10,0.7748990120150799,10,0.7748990120150799,10,True,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_8,0.667153719384539,8,0.667153719384539,8,True,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_4,0.5169518893440667,4,0.5169518893440667,4,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_9,0.48187256862696937,9,0.48187256862696937,9,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_2,0.46255476140284035,2,0.46255476140284035,2,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_5,0.22907181719252256,5,0.22907181719252256,5,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_1,0.13139970830046055,1,0.13139970830046055,1,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_3,0.10658233876783108,3,0.10658233876783108,3,False,False,False
query_23,区块链技术的优势与挑战,tech,doc_23_7,0.006143372865671237,7,0.006143372865671237,7,False,False,False
query_24,如何预防网络安全攻击？,finance,doc_24_8,0.9402393909431437,8,1.9828236253926,1,True,True,True
query_24,如何预防网络安全攻击？,finance,doc_24_7,0.7238743682498506,7,1.6652211846332978,2,True,True,True
query_24,如何预防网络安全攻击？,finance,doc_24_9,0.41234576985674587,9,1.4985070954454613,3,True,True,True
query_24,如何预防网络安全攻击？,finance,doc_24_3,0.9902583136507326,3,1.0008671702167422,4,False,True,False
query_24,如何预防网络安全攻击？,finance,doc_24_6,0.9852111420881762,6,0.8983250492721573,5,False,True,True
